"No.","Update Date","Rating","URL","IP Address"
2860,28/09/06,6,"hohiho.com","66.45.232.66"
2859,06/03/06,6,"shockice.net","64.69.45.137"
2858,06/03/06,6,"www.po-rn.com","38.118.217.130"
2857,06/03/06,6,"www.gaypornpicpost.com","66.28.176.91"
2856,06/03/06,6,"www.7-11sex.com","66.118.138.146"
2855,28/09/06,6,"www.hyperfree.com/asian","64.86.91.87"
2854,24/02/06,6,"www.goatlist.com","66.230.180.42"
2853,24/02/06,6,"www.geocities.com/mrnum_dragon","66.218.77.68"
2852,24/02/06,6,"www.geocities.com/jubvcd","66.218.77.68"
2851,24/02/06,6,"www.gaydemon.com","216.18.5.37"
2850,28/09/06,6,"www.gaybutton.com","216.40.33.31"
2848,28/09/06,6,"www.fujiyamagallery.com","216.40.33.31"
2847,10/05/06,6,"www.freeteensex4u.com","66.230.141.110"
2846,24/02/06,6,"www.freesexterritory.com","88.85.65.134"
2845,24/02/06,6,"www.freeproxy.ru","81.222.134.86"
2844,24/02/06,6,"www.free-teens-porn.com","205.177.124.195"
2843,28/09/06,6,"www.flurl.com","38.119.88.49"
2842,28/09/06,6,"www.firstroyalcasino.com","65.243.102.90"
2840,24/02/06,6,"www.collegewildparties.com","216.7.89.33"
2839,19/02/06,6,"70.86.161.155","70.86.161.155"
2838,16/05/06,8,"www.amazon.co.uk/exec/obidos/ASIN/0300106823/203-4157180-0680751#product-details","87.238.85.129"
2837,28/04/06,8,"www.campusi.com/bookFind/asp/bookFindPriceLst.asp?prodId=0300106823","67.107.144.102"
2836,28/09/06,8,"all-asia.blogspot.com/2006/01/king-never-smiles.html","72.14.219.191"
2835,28/04/06,8,"www.eslbase.com/cgi-bin/apf4/amazon_products_feed.cgi?Operation=ItemLookup&ItemId=0300106823","66.232.135.20"
2834,14/05/06,8,"www.amazon.com/gp/product/0300106823/qid=1138622663/ref=br_lf_b_1/103-2514421-2304639?n=4915&","207.171.166.102"
2833,28/04/06,8,"yalepress.yale.edu/yupbooks/book.asp?isbn=0300106823","130.132.41.211"
2832,28/09/06,6,"www.asiatravelsource.com","72.232.212.197"
2831,28/09/06,6,"www.tastypussy.co.uk",
2829,24/10/05,6,"www.nongsexy.com","203.146.252.239"
2828,24/10/05,6,"www.vivianhsu.com","64.202.189.170"
2827,22/10/05,6,"www.bkkplaza.com","203.150.230.73"
2826,14/05/06,6,"forfunvcd.net","38.98.193.15"
2825,10/05/06,6,"www.vcdforfun.com",
2824,28/09/06,6,"www.shotded.com","64.74.223.8"
2823,28/09/06,6,"www.spicyboy.com",
2821,28/09/06,6,"www.108xxx.com","209.67.69.24"
2820,28/09/06,6,"www.simvcd.com","216.40.33.31"
2819,28/09/06,6,"www.zdmx.com",
2818,28/09/06,6,"www.x35.net",
2817,28/09/06,6,"www.thaigirlzz.tk","195.20.32.104"
2816,12/10/05,6,"www.sayiw.com","221.128.125.228"
2814,28/09/06,6,"www.dvdbkk.com",
2812,14/05/06,6,"www.doodvd.com","69.61.47.42"
2809,10/10/05,6,"www.50pic.com","209.8.28.149"
2808,19/06/06,6,"nangbab.com","221.128.79.137"
2807,28/09/06,6,"weblavavcd.com",
2806,28/09/06,6,"www.pamvcd.us","64.74.223.2"
2804,14/05/06,6,"www.jayvcd.net","67.15.94.25"
2803,19/06/06,6,"www.cmens.com",
2802,24/09/06,6,"www.one2one.com","195.10.6.15"
2801,16/09/05,6,"www.exxxpress.com","66.246.195.41"
2800,16/09/05,6,"www.capcella.com","209.11.241.13"
2799,15/09/05,6,"www.xsoldiers.com","207.44.134.22"
2798,15/09/05,6,"www.hardsnake.com","64.246.26.21"
2797,14/05/06,6,"www.faboo.com","216.40.202.132"
2796,15/09/05,6,"www.aby-sex.com","216.130.171.192"
2795,15/09/05,6,"www.gayjuice.com","66.230.170.157"
2794,15/09/05,6,"www.primox.com","69.22.133.32"
2793,14/09/05,6,"nusexy.com","203.146.252.239"
2792,12/09/05,6,"www.sexy.com","206.207.85.33"
2791,24/09/06,6,"www.thaiss.com","66.159.19.186"
2790,10/09/05,6,"www.playboy.com","216.163.137.3"
2789,05/09/05,6,"tiava.com","66.230.133.66"
2788,03/09/05,6,"www.gif4.com","221.231.138.50"
2786,19/06/06,6,"www.filost.com",
2784,10/05/06,6,"www.12call.tk","209.172.59.193"
2783,21/07/05,6,"www.seeasians.com","216.7.89.95"
2782,14/07/05,6,"www.nisitpic.com","67.19.242.162"
2780,24/09/06,6,"www.zuucd.com","64.20.33.131"
2779,14/05/06,6,"www.thainood4u.tk","195.20.32.104"
2778,14/05/06,6,"www.sexshow.tk","217.119.57.19"
2777,16/05/05,6,"www.sexxy.com","69.25.142.3"
2776,12/05/05,6,"www.zdmax.go.to","66.179.230.80"
2775,11/05/05,6,"www.teenax.com","205.252.49.130"
2774,05/05/05,6,"www.sexyhot.com","204.13.161.23"
2773,04/05/05,6,"www.xxx.com","206.207.85.33"
2772,03/05/05,6,"ztv.cjb.net","216.194.70.4"
2771,02/05/05,6,"www.zixzax.net","67.15.35.165"
2770,30/04/05,6,"www.thailandsex.com","216.131.95.108"
2769,29/04/05,6,"zixzax.net","67.15.35.165"
2768,14/05/06,6,"www.thaipass.net","64.20.33.131"
2767,14/05/06,6,"www.69.net","206.207.85.33"
2765,19/04/05,6,"www.007post.com","216.131.94.74"
2764,19/04/05,6,"www.ztv.cjb.net","216.194.70.4"
2763,19/04/05,6,"www.domainhop.com","65.169.109.24"
2762,19/04/05,6,"www.sweet-pink-holes.com","38.100.235.112"
2761,19/04/05,6,"www.sexxxasia.com","66.230.190.52"
2760,19/04/05,6,"www.69asiangirls.com","38.118.216.20"
2759,19/04/05,6,"www.18galls.com","70.85.57.23"
2758,14/05/06,6,"www.exboard.tk","81.29.204.106"
2757,14/05/06,6,"www.chobshow.com","66.150.161.140"
2755,13/04/05,6,"www.savevcd.cjb.net","216.194.70.4"
2754,13/04/05,6,"vcd3x.asianfreehost.com","66.28.209.119"
2753,12/04/05,6,"www.123list.com","62.4.83.64"
2752,09/04/05,6,"www.101lolitas.com","66.98.172.230"
2751,31/03/05,6,"www.taboostories.com","66.115.156.240"
2750,14/05/06,8,"www.pmhro.org","66.244.251.19"
2749,19/06/06,6,"zooza.info","212.69.172.17"
2748,14/05/06,6,"spicyclub.t35.com","66.45.237.220"
2747,14/05/06,6,"thaisstory.com","68.178.232.99"
2746,12/09/05,6,"www.2hot2sexy.com","67.18.232.131"
2745,12/09/05,6,"www.sickmonkey.com","66.230.158.18"
2744,12/09/05,6,"newsexy.com","203.146.252.239"
2743,14/05/06,8,"www.tekcities.com","70.86.111.247"
2742,01/09/05,6,"v2.vcdx2.com","66.148.41.219"
2741,19/06/06,6,"www.saosing.tk","62.129.131.38"
2739,01/09/05,6,"www.salevcdx.com","67.15.35.165"
2738,01/09/05,6,"www.saosex.com","69.25.142.9"
2737,01/09/05,6,"hiso.cjb.net","216.194.70.4"
2736,01/09/05,6,"www.prettyhotbabes.com","66.250.223.156"
2735,10/05/06,6,"www.polist.com","69.31.82.218"
2734,19/06/06,6,"www.postza.com",
2733,01/09/05,6,"HereVcd.com","67.15.35.165"
2732,01/09/05,6,"www.pinaccesscode.com","213.189.25.134"
2731,01/09/05,6,"www.picpost.com","207.246.132.16"
2730,01/09/05,6,"dirtyrhino.com","146.82.204.159"
2729,01/09/05,6,"cd4u.tz4.com","216.67.250.202"
2728,01/09/05,6,"83.149.112.21","83.149.112.21"
2727,01/09/05,6,"www.zeedpicpost.com","63.247.77.149"
2726,14/05/06,6,"www.pamvcd.net","63.251.92.195"
2725,01/09/05,6,"vcddd.com","69.61.21.34"
2724,01/09/05,6,"www.actionjav.com","67.15.70.66"
2723,12/07/05,6,"www.newpicpost.com","203.146.252.239"
2722,31/08/05,6,"www.nusexy.com","203.146.252.239"
2721,31/08/05,6,"www.new18jav.com","68.178.232.100"
2719,31/08/05,6,"www.forfunvcd.net","38.98.193.15"
2718,31/08/05,6,"www.jumjeestory.com","65.36.184.250"
2717,31/08/05,6,"www.freepicseries.com","64.255.174.60"
2716,10/05/06,6,"www.jayvcd.com","64.20.39.27"
2715,31/08/05,6,"www.free-schoolgirls.com","38.100.235.112"
2714,10/05/06,6,"www.inetsexy.com","68.178.232.99"
2713,31/08/05,6,"www.jam-pic.com","69.25.142.5"
2712,31/08/05,6,"www.gaybeef.com","8.2.112.196"
2711,31/08/05,6,"www.imoviepost.com","216.131.107.214"
2710,10/05/06,6,"www.hotsex.com","64.255.172.50"
2709,10/05/06,6,"www.hitvcd.com","69.61.47.42"
2708,14/05/06,6,"www.needpassword.com","69.50.191.82"
2707,10/05/06,6,"www.herevcd.com","67.15.35.165"
2706,31/08/05,6,"www.herevcd2.com","67.15.35.165"
2705,31/08/05,6,"www.mookvcd.com","216.131.78.206"
2704,31/08/05,6,"www.coolgaymovies.com","67.19.222.138"
2703,31/08/05,6,"www.cosexi.net","66.159.20.68"
2702,31/08/05,6,"67.15.36.140","67.15.36.140"
2701,31/08/05,6,"www.lolitanu.com","38.100.235.112"
2700,31/08/05,6,"207.150.221.95/swingsto","207.150.221.95"
2699,31/08/05,6,"www.drunkspringbreakgirls.com","64.111.198.197"
2698,31/08/05,6,"216.131.65.45","216.131.65.45"
2697,31/08/05,6,"www.extremeapril.com","66.230.173.38"
2696,31/08/05,6,"www.exploitedbangkok.com","216.131.113.187"
2695,31/08/05,6,"www.bangbus.com","66.230.129.242"
2694,31/08/05,6,"www.dirtyrhino.com","146.82.204.159"
2693,31/08/05,6,"www.hornybanana.com","66.230.158.6"
2692,31/08/05,6,"www.bookmark4porn.com","66.230.158.18"
2691,31/08/05,6,"www.oh-teen.com","66.230.158.26"
2690,31/08/05,6,"www.bnbabes.com","207.58.158.154"
2689,31/08/05,6,"thaigirlz1.nicheservers.com","69.9.170.80"
2688,31/08/05,6,"www.mom-nude.com","66.230.180.42"
2687,14/05/06,6,"www.lavavcd.net","66.230.180.171"
2686,10/05/06,6,"www.askjolene.com","194.109.125.222"
2685,31/08/05,6,"www.smuterotica.com","208.185.230.221"
2684,31/08/05,6,"www.bluethumbs.com","216.127.70.180"
2683,31/08/05,6,"www.al4a.com","66.115.188.200"
2682,14/05/06,6,"playmsn.sky.prohosting.com","65.113.119.152"
2681,14/05/06,6,"www.thejoshua.com","207.226.168.130"
2680,10/05/06,6,"www.sexualstories.com","66.102.43.10"
2679,31/08/05,6,"www.ultradonkey.com","207.246.152.103"
2678,31/08/05,6,"www.vcddd.com","69.61.21.34"
2677,31/08/05,6,"www.vcdmax.com","204.13.161.23"
2676,31/08/05,6,"www.xratedasianporn.com","208.185.230.221"
2675,31/08/05,6,"www.xxxjp.com","207.150.190.96"
2674,31/08/05,6,"www.xxxthumbnails.com","146.82.201.237"
2673,31/08/05,6,"xxx-pixx.com","69.9.170.80"
2671,10/05/06,6,"tours.youngnudewomen.com","66.102.43.10"
2670,30/08/05,6,"www.allsitesaccess.com","64.7.209.58"
2669,30/08/05,6,"www.asian4you.cjb.net","216.194.70.4"
2668,30/08/05,6,"www.newsex.com","64.158.76.225"
2667,30/08/05,6,"www.alphathumbs.com","66.230.158.19"
2666,30/08/05,6,"www.700xxx.com","66.29.59.160"
2665,14/05/06,6,"www.99bb.com","61.213.158.91"
2664,28/04/06,8,"pulo99-2000.netfirms.com","64.34.66.18"
2663,18/04/06,8,"www.pataninews.com","68.178.232.100"
2662,18/04/06,8,"www.patanistudents.com","64.74.223.5"
2661,28/04/06,8,"www.geocities.com/pulo99_2000","66.218.77.68"
2660,28/04/06,8,"pppb.org",
2659,28/04/06,8,"www.pppb.org",
2658,22/11/05,8,"www.mezzy.com","207.44.158.20"
2657,28/04/06,8,"www.geocities.com/pulosatu","66.218.77.68"
2656,28/04/06,8,"pulo1.netfirms.com","64.34.66.18"
2655,22/06/05,6,"go.to/XSTORY","66.179.230.80"
2654,19/06/06,6,"sex-toy-teen-gallery.com","64.72.127.223"
2653,15/06/05,6,"www.ohvcd4.com","67.15.35.165"
2652,14/06/05,6,"www.palm-plaza.in","64.246.42.236"
2651,13/06/05,6,"www.xtokyo.com","69.93.142.140"
2650,14/05/06,6,"www.3pic.com","66.230.138.2"
2648,10/06/05,6,"www.lovegalls.com","69.93.253.180"
2647,18/04/06,6,"asclub.net","221.128.79.81"
2646,09/06/05,6,"www.newsexy.com","203.146.252.239"
2645,10/06/05,6,"www.dtg2.go.to","66.179.230.80"
2644,10/06/05,6,"www.gumrai.com","127.0.0.0"
2643,10/06/05,6,"www.balldd.com","203.121.145.139"
2642,09/06/05,6,"www.bkkzone.com","66.235.199.191"
2640,09/06/05,6,"www.taitown.com","202.44.52.161"
2639,08/06/05,6,"www.69clubx.com","64.202.189.170"
2638,08/06/05,6,"www.sexyandsexy.com","203.146.252.239"
2637,14/05/06,6,"www.thaicdz1.com","64.74.96.243"
2636,07/06/05,6,"www.18jav.com","68.178.232.99"
2634,14/05/06,6,"www.bestsexmpegs.com","66.235.180.92"
2632,19/05/05,6,"www.sexy111.com","68.178.232.99"
2630,19/06/06,6,"www.rookvcd2.com","204.13.161.32"
2629,19/06/06,6,"www.rookvcd3.com",
2628,19/06/06,6,"www.rookvcd.com","69.25.142.57"
2627,12/05/05,6,"www.mookvcd3.com","216.131.78.206"
2626,12/05/05,6,"www.mookvcd2.com","216.131.78.206"
2625,12/05/05,6,"mookvcd.com","216.131.78.206"
2624,12/05/05,6,"216.131.78.204","216.131.78.204"
2622,12/05/05,6,"plazax.net","64.202.189.170"
2621,12/05/05,6,"www.plazax.net","64.202.189.170"
2620,09/05/05,6,"geocities.com/lhudloknews00","66.218.77.68"
2619,09/05/05,6,"geocities.com/kirodoor","66.218.77.68"
2618,09/05/05,6,"geocities.com/lhudloknews","66.218.77.68"
2617,09/05/05,6,"18jav.com","68.178.232.99"
2616,06/05/05,6,"216.131.121.29","216.131.121.29"
2615,18/04/06,6,"70.84.128.116","70.84.128.116"
2614,02/05/05,6,"83.149.112.22","83.149.112.22"
2613,19/06/06,6,"www.047892918.com","69.25.142.57"
2611,12/04/05,6,"www.palm-plaza.ws","64.246.42.236"
2609,19/06/06,6,"047892918.com","69.25.142.57"
2607,19/06/06,6,"www.tonvcd.net","64.20.41.163"
2606,19/06/06,6,"tonvcd.net","64.20.43.107"
2605,15/07/05,7,"mezzy.com","207.44.158.20"
2604,08/04/05,6,"www.natvcd.com","216.131.65.44"
2603,18/04/06,6,"www.hisopic.com","69.25.142.10"
2602,05/04/05,6,"216.131.69.217","216.131.69.217"
2601,09/05/06,6,"www.postroop.com","67.15.35.165"
2600,30/03/05,6,"www.network54.com/Forum/thread?forumid=368520","205.134.231.54"
2599,30/03/05,6,"www.network54.com/Chat/111641","205.134.231.54"
2598,30/03/05,6,"www.network54.com/Forum/thread?forumid=369602","205.134.231.54"
2597,30/03/05,6,"www.network54.com/Forum/thread?forumid=367652","205.134.231.54"
2596,30/03/05,6,"www.network54.com/Index/30653","205.134.231.54"
2595,30/03/05,6,"www.mandvd.com","208.254.181.199"
2594,10/05/06,6,"www.yimvcd.com","67.59.167.204"
2593,30/03/05,6,"www.network54.com/forum/269689","205.134.231.54"
2592,30/03/05,6,"gbkkclub.proboards30.com","67.15.36.58"
2590,14/05/06,5,"popmx.com","203.150.1.150"
2589,14/03/05,5,"www.popmx.com","203.150.1.150"
2588,14/03/05,5,"photo.popmx.com","203.150.1.3"
2587,14/03/05,6,"www.baiyar.com","66.226.18.191"
2584,18/04/06,6,"www.asclub.net","221.128.79.81"
2583,14/05/06,6,"www.88square.com","206.223.146.26"
2582,25/02/05,5,"www.siampicpost.com","203.144.237.197"
2581,22/02/05,5,"www.siamnude.com","69.25.142.14"
2580,21/02/05,6,"www.kingofpics.com","207.246.152.109"
2579,14/05/06,6,"www.pk.com","207.114.239.80"
2578,14/05/06,5,"gallery.vzeu.com","208.53.136.165"
2576,10/05/06,6,"gigy.t35.com","66.45.237.220"
2575,14/05/06,6,"www.50ok1.com","64.20.43.107"
2574,21/02/05,6,"83.149.89.51","83.149.89.51"
2573,21/02/05,6,"www.royalfreehost.com","65.61.146.199"
2572,14/05/06,6,"sizelvcd.tk","195.20.32.104"
2571,14/05/06,6,"www.oxygen.freeweb-hosting.com","69.90.43.6"
2570,21/02/05,6,"webxstory.us.tt","213.239.203.47"
2569,08/04/05,6,"www.esupergirls.com","216.55.155.185"
2567,14/05/06,6,"www.thaiteen.net","72.51.27.51"
2566,21/02/05,6,"www.exmaster.com","67.15.35.165"
2565,21/02/05,5,"exmaster.com","67.15.35.165"
2564,21/02/05,6,"www.siamslam.com","204.15.248.137"
2563,14/05/06,6,"mrking2004.psend.com","66.28.184.220"
2561,18/02/05,6,"www.dtg1.go.to","66.179.230.80"
2560,18/02/05,6,"83.149.89.50","83.149.89.50"
2559,18/02/05,6,"www.palm-plaza.tv","64.246.42.7"
2558,18/02/05,6,"www.gboyx.com","64.202.189.170"
2556,28/04/06,6,"www.clubseventeens.com","64.49.213.238"
2554,14/05/06,6,"xanook.tk","217.119.57.19"
2553,17/02/05,5,"www.geocities.com/vcdjapan","66.218.77.68"
2552,19/06/06,6,"deksao.tk","209.172.59.193"
2551,19/06/06,6,"deksaoza.100free.com","205.134.160.58"
2550,17/02/05,6,"thcity.com/mesu","221.128.79.209"
2548,19/06/06,6,"www.supermodelvote.com","202.142.215.150"
2547,14/02/05,6,"www.sanookvcd.com","216.40.33.31"
2546,14/05/06,6,"www.pinkyvcd1.com","64.20.43.107"
2545,14/02/05,6,"www.picturehunt.com","67.15.118.131"
2544,14/02/05,6,"www.oopvcd.com","65.38.107.197"
2543,14/02/05,6,"www.hentagon.com","72.36.148.13"
2542,14/02/05,6,"www.geocities.com/teegayking","66.218.77.68"
2541,14/02/05,6,"www.freeanimeticket.com/?id=Karbofos","66.154.46.228"
2540,14/02/05,6,"www.duzija.net","203.147.62.4"
2539,14/05/06,6,"www.cutegirltobaby.tk","62.129.131.38"
2536,14/02/05,6,"www.badboybillysboulevard.com","69.31.33.125"
2535,14/02/05,6,"www.anavin.com","64.74.223.8"
2534,14/02/05,6,"www.allpornpictures.com","81.31.32.107"
2533,14/02/05,6,"www.adult-webpage.com","69.42.67.29"
2532,10/05/06,6,"web5111.freeweb-hosting.com","69.90.42.6"
2531,14/02/05,6,"thx.to/zdmax","216.127.80.108"
2530,14/02/05,6,"sexyclub2.f-hosting.com","66.90.105.49"
2529,14/02/05,6,"scd2099.cjb.net","216.194.70.4"
2528,14/02/05,6,"sanookvcd.com","216.40.33.31"
2526,14/02/05,6,"adultfriendfinder.com","64.56.205.72"
2525,14/02/05,6,"216.55.168.32","216.55.168.32"
2520,19/06/06,6,"rookvcd.com","69.25.142.57"
2517,16/05/06,7,"hujiko.com","66.98.178.228"
2516,21/12/04,8,"patanisnews.netfirms.com","64.34.66.18"
2515,19/06/06,7,"anon.free.anonymizer.com",
2514,15/11/04,7,"www.kine.dyndns.org","71.234.29.47"
2513,15/11/04,7,"kine.dyndns.org","71.234.29.47"
2510,09/11/04,6,"66.132.152.49","66.132.152.49"
2509,09/11/04,7,"www.geocities.com/bloodsiam","66.218.77.68"
2508,09/11/04,8,"bloodsiam.fateback.com","216.65.1.200"
2505,18/04/06,7,"www.ipzap.com","82.165.244.16"
2504,05/11/04,6,"gaydar.com","69.90.205.14"
2503,05/11/04,6,"www.gaydar.com","69.90.205.14"
2502,02/11/04,6,"www.hentaiyume.com","69.57.144.87"
2501,02/11/04,6,"hentaiyume.com","69.57.144.87"
2500,02/11/04,6,"www.actionhentai.com","69.57.144.87"
2499,02/11/04,6,"actionhentai.com","69.57.144.87"
2498,02/11/04,6,"carter.hostnoc.net/~boyonthe","66.96.195.2"
2495,02/11/04,6,"carter.hostnoc.net","66.96.195.2"
2494,02/11/04,6,"zdmax.net","62.214.98.19"
2493,02/11/04,6,"www.zdmax.net","62.214.98.19"
2492,14/05/06,6,"r-movies.tk","81.29.204.106"
2491,14/05/06,6,"www.r-movies.tk","209.172.59.193"
2490,02/11/04,6,"breeze.phpwebhosting.com","66.132.152.49"
2489,14/05/06,6,"sexclubseven.100free.com","205.134.160.58"
2488,10/05/06,6,"fidodildo.com","64.20.39.27"
2487,10/05/06,6,"www.fidodildo.com","64.20.39.27"
2486,14/05/06,6,"rcaza.com","216.98.141.250"
2485,14/05/06,6,"www.rcaza.com","216.98.141.250"
2484,31/10/04,6,"ejapangirls.com","69.93.142.142"
2483,31/10/04,6,"www.ejapangirls.com","69.93.142.142"
2482,14/05/06,6,"opore013.topcities.com","72.37.164.204"
2481,31/10/04,6,"utenti.lycos.it/goldcd11","212.78.204.20"
2480,31/10/04,6,"members.lycos.co.uk/goldcd1972","212.78.204.20"
2479,31/10/04,6,"members.lycos.co.uk/cdgame40","212.78.204.20"
2478,14/05/06,6,"thailand-ladyboys-guide.com","64.246.63.172"
2477,28/10/04,6,"www.saoza.com","64.74.223.10"
2476,19/06/06,6,"www.lhudlok.tk","209.172.59.193"
2475,14/05/06,6,"www.kingvcd.tk","217.119.57.19"
2474,28/10/04,6,"cd-nobra.go.to","66.179.230.80"
2473,28/10/04,6,"www.cd-nobra.go.to","66.179.230.80"
2472,14/05/06,6,"www.youwantsex.net","83.149.92.163"
2471,28/10/04,6,"www.xxxfolder.com","216.127.60.23"
2470,28/10/04,6,"www.xtremefreehosting.com","64.225.154.135"
2469,28/10/04,6,"www.x-pornstars.com","216.131.83.183"
2468,16/05/06,6,"www.www6.blizzardhost.com","82.211.36.180"
2467,28/10/04,6,"www.wovi.net","64.34.66.18"
2465,28/10/04,6,"www.wantsex.xtremefreehosting.com","64.225.154.135"
2464,19/06/06,6,"www.wantsex.tk","217.119.57.19"
2463,14/05/06,6,"www.voyeurweb.com","63.243.140.33"
2462,14/05/06,6,"www.vcd69.net","64.20.39.27"
2461,28/10/04,6,"www.urabonjapan.com","64.180.125.241"
2460,14/05/06,6,"www.uncensored-sex.org","66.98.199.241"
2459,28/10/04,6,"www.ubon.com","216.34.131.135"
2458,28/10/04,6,"www.twilightsex.com","66.230.182.128"
2457,28/10/04,6,"www.tsvids.com","64.255.165.224"
2456,28/10/04,6,"www.tsgang.com","64.225.154.135"
2404,28/10/04,6,"www.mystickyspot.com","130.94.23.137"
2403,10/05/06,6,"www.mtreexxx.net","207.246.153.239"
2402,28/10/04,6,"www.mmm100.com","38.96.1.184"
2401,28/10/04,6,"www.maxmovies.net","66.230.154.155"
2400,28/10/04,6,"www.mature-porno.com","198.104.148.201"
2399,14/05/06,6,"www.literotica.com","216.150.69.38"
2398,28/10/04,6,"www.link-o-rama.com","66.115.135.176"
2397,28/10/04,6,"www.langages-virtuels.com","205.206.209.59"
2396,28/10/04,6,"www.jpeg4free.com","66.230.159.34"
2395,28/10/04,6,"www.jp18.com","63.243.189.12"
2394,28/10/04,6,"www.jays-xxx-links.com","66.115.140.219"
2393,28/10/04,6,"www.japvids.com","70.84.34.122"
2392,28/10/04,6,"www.japholic.com","209.67.61.20"
2391,28/10/04,6,"www.japanxangels.com","216.131.69.221"
2390,28/10/04,6,"www.japanx.com","207.226.28.244"
2389,28/10/04,6,"www.japanvcd.com","64.7.135.152"
2388,28/10/04,6,"www.japanthumb.com","69.64.33.165"
2387,28/10/04,6,"www.japan-whores.com","63.243.189.8"
2386,28/10/04,6,"www.janesguide.com","69.7.43.156"
2384,14/05/06,6,"www.idol2u.com","69.50.240.92"
2383,28/10/04,6,"www.hq-adult-movies.com","66.230.150.86"
2382,28/10/04,6,"www.hotvcd02.cjb.net","216.194.70.4"
2381,14/05/06,6,"www.hotporncentral.com","66.28.205.58"
2380,28/10/04,6,"www.himemix.com","211.10.205.205"
2379,19/06/06,6,"www.hardpornpage.tv",
2378,28/10/04,6,"www.hardcore-xxx-movies.net","216.131.104.83"
2377,28/10/04,6,"www.gradeababes.com","207.246.154.153"
2376,14/05/06,6,"www.goto.nu","38.113.207.7"
2375,28/10/04,6,"www.gayfellas.com","64.209.230.200"
2374,14/05/06,6,"www.g-area.org","219.109.215.155"
2373,28/10/04,6,"www.fucking-ass.com","63.218.226.137"
2372,10/05/06,6,"www.freexsite.com","62.119.28.163"
2371,28/10/04,6,"www.freepicturesgallery.com","66.230.140.10"
2370,28/10/04,6,"www.freegaylist.com","66.230.234.166"
2369,28/10/04,6,"www.free2peek.com","62.129.129.36"
2368,28/10/04,6,"www.free-xxx-videoz.com","69.31.85.103"
2367,28/10/04,6,"www.explicitasian.com","66.254.116.206"
2366,28/10/04,6,"www.enjoy.xvix.com","68.178.232.99"
2365,14/05/06,6,"www.dooav.com","69.61.47.42"
2364,28/10/04,6,"www.dirtyteen.fairykiss.com","209.215.97.253"
2363,28/10/04,6,"ineedyou.netfirms.com","64.34.66.18"
2362,14/05/06,6,"www.dirtyteen.com","194.116.147.136"
2360,28/10/04,6,"www.dailybasis.com","64.111.196.130"
2359,14/05/06,6,"www.creamasia.com","67.18.229.38"
2358,28/10/04,6,"www.cowlist.com","64.7.205.25"
2357,14/05/06,6,"www.coolsex4u.com","64.72.125.43"
2356,28/10/04,6,"www.cliphunter.com","213.193.245.18"
2355,28/10/04,6,"www.cleanhall.com","208.254.3.166"
2354,28/10/04,6,"www.cherryasia.com","69.31.35.175"
2353,28/10/04,6,"www.centerfoldboobs.com","217.116.240.68"
2352,10/05/06,6,"www.cartoonporn.com","8.2.119.198"
2351,28/10/04,6,"www.avtower.com","66.228.123.93"
2350,19/06/06,6,"www.aventertainments.com","64.78.164.73"
2349,10/05/06,6,"www.asianthums.org","66.240.179.44"
2348,28/10/04,6,"www.asianthumb.net","64.255.3.133"
2347,28/10/04,6,"www.asianstarpicture.com","62.214.98.32"
2346,28/10/04,6,"www.asiansmut.org","66.230.137.163"
2345,28/10/04,6,"www.asiansmaster.com","66.111.45.181"
2344,28/10/04,6,"www.asianpeach.net","63.243.189.8"
2343,28/10/04,6,"www.asiankim.com","216.17.106.207"
2342,28/10/04,6,"www.asian4you.com","66.230.160.18"
2341,28/10/04,6,"www.asian-max.com","209.11.241.13"
2340,19/06/06,6,"www.amateursnapshots.com","67.15.10.217"
2339,28/10/04,6,"www.adultmegamovies.com","66.230.150.228"
2338,28/10/04,6,"www.adult-series.com","69.42.88.132"
2336,14/05/06,6,"www.a4uclub.tk","195.20.32.104"
2335,14/05/06,6,"www.404tgp.com","66.150.161.56"
2334,28/10/04,6,"www.3xxxvideos.com","69.31.82.75"
2333,28/10/04,6,"www.21asian.com","72.11.131.60"
2332,10/05/06,6,"www.19.com","64.255.172.50"
2331,28/10/04,6,"www.18cdnow.org","68.178.232.99"
2330,28/10/04,6,"www.18asians.com","206.251.184.20"
2329,28/10/04,6,"www.100top.com","64.89.20.137"
2328,14/05/06,6,"www.0721.com","208.49.12.119"
2327,19/06/06,6,"youwantsex.net","83.149.92.163"
2326,28/10/04,6,"xxxfolder.com","216.127.60.23"
2325,28/10/04,6,"x-pornstars.com","216.131.83.183"
2324,28/10/04,6,"www6.blizzardhost.com","82.211.36.180"
2323,14/05/06,6,"wovi.net","64.34.66.18"
2322,28/10/04,6,"webkam.wthai.com","204.251.15.165"
2321,28/10/04,6,"wantsex.xtremefreehosting.com","64.225.154.135"
2320,14/05/06,6,"wantsex.tk","62.129.131.38"
2319,14/05/06,6,"voyeurweb.com","63.243.140.36"
2318,14/05/06,6,"vcd69.net","64.20.39.27"
2317,28/10/04,6,"urabonjapan.com","64.180.125.241"
2316,28/10/04,6,"uncensored-sex.org","66.98.199.241"
2315,28/10/04,6,"ubon.com","216.34.131.135"
2314,28/10/04,6,"twilightsex.com","66.230.182.128"
2313,28/10/04,6,"tsvids.com","64.255.165.224"
2312,28/10/04,6,"tsgang.com","64.225.154.135"
2311,28/10/04,6,"topxxxpornsites.com","66.118.136.67"
2310,19/06/06,6,"the-best-tgp.com","204.251.15.174"
